Season,Name,Invention_1,Mystery_1,Immunity_1,Elimination_1,Invention_2,Mystery_2,Immunity_2,Elimination_2,Invention_3,Mystery_3,Immunity_3,Elimination_3,Invention_4,Mystery_4,Immunity_4,Elimination_4,Invention_5,Mystery_5,Immunity_5,Elimination_5,Invention_6,Mystery_6,Immunity_6,Elimination_6,Invention_7,Mystery_7,Immunity_7,Elimination_7,Invention_8,Mystery_8,Immunity_8,Elimination_8,Invention_9,Mystery_9,Immunity_9,Elimination_9,Invention_10,Mystery_10,Immunity_10,Elimination_10,Invention_11,Mystery_11,Immunity_11,Elimination_11,Invention_12,Mystery_12,Immunity_12,Elimination_12,Invention_13,Mystery_13,Immunity_13,Elimination_13,Invention_14,Mystery_14,Immunity_14,Elimination_14,Invention_15,Mystery_15,Immunity_15,Elimination_15,Invention_16,Mystery_16,Immunity_16,Elimination_16,Invention_17,Mystery_17,Immunity_17,Elimination_17,Label
7,Kristina,None,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Melita,None,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,Win,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Fiona,None,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Jarrod,None,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Andrea,None,IN,None,Team Win,None,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Kha,None,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,James,None,IN,None,Team 2nd,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Marcus,None,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
8,Elena,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,Win,None,Team Win,None,None,None,IN,IN,IN,None,Team Lose,Win,IN,Win,None,IN,IN,None,IN,None,Win,None,Win,None,None,None,Top,None,None,None,Win,None,None,None,None,None,None,None,None,Winner
8,Matt,None,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,Win,Immune,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,Lose,Team Lose,None,None,None,Btm,IN,IN,None,Btm,IN,Win,None,Team Win,Btm,IN,None,IN,None,IN,None,Btm,None,None,None,Top,None,None,None,Lose,None,None,None,None,None,None,None,None,Runner-Up
8,Harry,None,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,Win,IN,Lose,Team 2nd,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,None,None,None,IN,IN,IN,None,Team 2nd,IN,IN,None,Btm,IN,Win,None,Btm,None,IN,None,Btm,None,None,None,Btm,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
8,Elise,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,Win,None,Team Lose,IN,IN,None,Btm,None,None,None,IN,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,None,IN,None,Btm,None,None,None,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
8,Mimi,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Lose,None,None,None,IN,Btm,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
8,Trent,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,None,None,None,IN,Btm,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Brett,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,None,None,None,IN,Win,Win,Lose,Team 2nd,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Chloe,None,IN,None,None,IN,IN,None,Team Win,Btm,IN,None,Team Lose,Btm,IN,None,Team Win,Win,Win,Win,Team Win,Win,IN,Lose,Immune,IN,IN,None,Btm,Btm,IN,None,Team Win,None,None,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Theresa,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team 2nd,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Team Win,Btm,IN,None,Team Win,None,None,None,IN,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Heather,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Karmen,None,IN,None,None,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Anastasia,None,IN,None,None,IN,IN,None,Team Lose,Win,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Team Lose,IN,IN,None,Team Win,Win,IN,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Nicolette,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,Win,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Immune,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Zoe,None,IN,None,None,Win,IN,Lose,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Miles,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Btm,Btm,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Charlie,None,Btm,None,None,IN,Win,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,Btm,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Cecilia,None,IN,None,None,Btm,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Con,None,IN,None,None,Btm,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Jimmy,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Nidhi,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Olivia,None,IN,None,None,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Adam,None,IN,None,None,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Nathaniel,None,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
8,Ashley,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Diana,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,Lose,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,Win,None,None,IN,IN,None,Team Lose,IN,Win,None,Team Win,Btm,IN,None,IN,Btm,IN,None,IN,None,None,None,Btm,None,None,None,Top,None,None,None,Win,None,None,None,None,None,None,None,None,Winner
9,Ben,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,None,IN,IN,None,Team 3rd,IN,IN,None,Team 2nd,Btm,IN,None,IN,IN,Win,None,Btm,None,None,None,Win,None,None,None,Top,None,None,None,Lose,None,None,None,None,None,None,None,None,Runner-Up
9,Karlie,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team 3rd,IN,IN,None,Team Win,IN,Win,None,Btm,Win,Win,Lose,Team Lose,IN,IN,None,Team Win,IN,IN,None,None,IN,IN,None,Team 3rd,IN,IN,None,Team Win,IN,IN,None,Btm,Btm,IN,None,IN,None,None,None,Btm,None,None,None,Lose,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
9,Tamara,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team 3rd,IN,IN,None,Btm,Win,IN,Lose,Team 2nd,IN,IN,None,Btm,Btm,IN,None,Team Lose,IN,IN,None,None,IN,Win,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,IN,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
9,Arum,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Btm,Btm,IN,None,Team Lose,IN,IN,None,None,Btm,IN,None,Team 2nd,IN,IN,None,Team 2nd,Win,Win,Win,Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
9,Sarah,None,IN,None,None,Win,IN,Lose,Team Win,IN,IN,None,Team 3rd,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,None,IN,IN,Lose,Team Win,Win,IN,Win,Team Lose,IN,IN,None,Immune,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Eliza,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,None,IN,IN,None,Team 2nd,IN,IN,None,Team 2nd,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Eloise,None,IN,None,None,Btm,Win,None,Team Lose,Win,IN,Win,Team Win,IN,IN,None,Immune,IN,IN,None,Team 2nd,Btm,IN,None,Team Win,IN,IN,None,Immune,IN,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Callan,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,Lose,Team Lose,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,None,Btm,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Sam,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,Lose,Team Win,Btm,IN,None,Team Win,IN,IN,None,Team Lose,Btm,Win,None,Team Lose,Btm,IN,None,None,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Nicole,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Michelle,None,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team 3rd,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Ray,None,IN,None,None,Btm,IN,None,Team Win,Btm,Win,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,Btm,IN,None,Team Win,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Samuel,None,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Pete,None,IN,None,None,Btm,IN,None,Team Win,Btm,IN,None,Team Lose,IN,Win,None,Team Win,IN,IN,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Jess,None,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team 3rd,IN,IN,None,Team Lose,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Trent,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Benjamin,None,Btm,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Bryan,None,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Benita,None,Btm,None,None,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Pia,None,IN,None,None,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Josh,None,IN,None,None,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
9,Lee,None,Btm,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
